Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
292,INV250292,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120275,PR25120001,2310011159,IT25110967,LALIDA S.,QM,IV68121205,SP2512003,2528APVAF3B9,12-Dec-25,Asset,Mouse,MOUSE WIRELESS LOGITECH M240 GRAPHITE (BLUETOOTH/SILENT),1, -   ,
293,INV250293,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120272,PR25120092,2310011228,,WATCHARAPONG W.,IT,IV68121203,SP2512004,,12-Dec-25,Spare part,RAM,"RAM DDR5(5600, NB) 8GB ADATA (AD5S56008G-S)",1," 2,990.00 ",IT26010478 
293,INV250293,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120272,PR25120092,2310011228,,WATCHARAPONG W.,IT,IV68121203,SP2512005,,12-Dec-25,Spare part,RAM,"RAM DDR5(5600, NB) 8GB ADATA (AD5S56008G-S)",1," 2,990.00 ",
294,INV250294,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120277,PR25110547,2310011153,,WATCHARAPONG W.,IT,IV68121206,SP2512006,T5M0PH008965GRY,12-Dec-25,Spare part,Mainboard,(1700) ASUS PRIME B760M-K (DDR5),1," 2,600.00 ",
294,INV250294,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120277,PR25110547,2310011153,,WATCHARAPONG W.,IT,IV68121206,SP2512007,T8M0KC1336314NH,12-Dec-25,Spare part,Mainboard,(1700) ASUS PRIME B760M-K (DDR5),1," 2,600.00 ",
294,INV250294,15-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120277,PR25110547,2310011153,,WATCHARAPONG W.,IT,IV68121206,SP2512008,TAM0KC1772843H5,12-Dec-25,Spare part,Mainboard,(1700) ASUS PRIME B760M-K (DDR5),1," 2,600.00 ",
295,INV250295,15-Dec-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040311,2310007616,IT25050165,Warut M.,IT,365118348,,,1-Dec-25,Network,Internet fee,CAT Corporate Internet Service speed 150/30Mbps.1 May 2025- 31 Dec 2025.,1," 17,500.00 ",P7/P8
296,INV250296,16-Dec-25,"Wise solution and consulting co.,ltd.",LPN2,P25120330,PR25120182,2310011336,IT25111001,PHAMORNSIRI P.,QMSS,IV68121602,HM23365,T9NXCV07M91337H,16-Dec-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOQMSS3263
296,INV250296,16-Dec-25,"Wise solution and consulting co.,ltd.",LPN2,P25120330,PR25120182,2310011336,IT25111001,PHAMORNSIRI P.,QMSS,IV68121602,,,16-Dec-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 2,890.00 ",
297,INV250297,16-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120356,PR25120180,2310011337,IT25110884,THITIWUT W.,OP3,IV68121601,HM23366,T9NXCV07M908374,16-Dec-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP33264
297,INV250297,16-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120356,PR25120180,2310011337,IT25110884,THITIWUT W.,OP3,IV68121601,,65012201181,16-Dec-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 2,890.00 ",
297,INV250297,16-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120356,PR25120180,2310011337,IT25110884,THITIWUT W.,OP3,IV68121601,SP2512009,,16-Dec-25,Asset,Mouse,USB Wired Mouse,1, -   ,
298,INV250298,18-Dec-25,"NAKORNPING C & C CO.,LTD",LPN2,P25120376,PR25120073,2310011225,IT25120580,SURACHET P.,ITS,26794,SPS2512001,202509HCBATTERY,16-Dec-25,Spare part,Battery,"HP HT03XL,Battery Pack,Lithium-Ion,11.4V,41.04Wh For Pavillion",1," 2,190.00 ",
299,INV250299,18-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120407,PR25120281,2310011396,IT25120380,TASSANEE T.,PUR,IV68121802,HM23367,T8NXCV04L263326,18-Dec-25,Asset,Laptop,Notebook Asus Expertbook P1 P1503CVA-S71021WS (Misty Grey),1," 17,200.00 ",HCOPUR3266
300,INV250300,18-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120313,PR25110548,2310011152,,WATCHARAPONG W.,IT,NVAA6812/0013,SP2512010,,15-Dec-25,Spare part,CPU,CPU INTEL CORE I5-14500 LGA 1700,1," 9,500.00 ",IT25111029
300,INV250300,18-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120313,PR25110548,2310011152,,WATCHARAPONG W.,IT,NVAA6812/0013,SP2512011,,15-Dec-25,Spare part,CPU,CPU INTEL CORE I5-14500 LGA 1700,1," 9,500.00 ",
300,INV250300,18-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120313,PR25110548,2310011152,,WATCHARAPONG W.,IT,NVAA6812/0013,SP2512012,,15-Dec-25,Spare part,CPU,CPU INTEL CORE I5-14500 LGA 1700,1," 9,500.00 ",
301,INV250301,23-Dec-25,"Wise solution and consulting co.,ltd.",LPN1,P25120492,PR25120353,2310011467,IT25120599,BONGKOT T.,QM,IV68122303,HM23368,T8NXCV04L275325,23-Dec-25,Asset,Laptop,Notebook Asus Expertbook P1 P1503CVA-S71021WS (Misty Grey),1," 17,200.00 ",HCOQMM3269
302,INV250302,23-Dec-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25120501,PR25120062,2310011227,,WATCHARAPONG W.,IT,IVAA6812/0473,,,23-Dec-25,Software,License,Foxit PDF Editor Perpetual Licenses,5," 26,750.00 ",
303,INV250303,24-Dec-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,365792351,,,10-Dec-25,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P7/P8
304,INV250304,24-Dec-25,"Z-PLUS CO.,LTD.",LPN1,P25100621,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/086,,,23-Dec-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P12
305,INV250305,24-Dec-25,"Z-PLUS CO.,LTD.",LPN2,P25100621,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/087,,,23-Dec-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P12
306,INV250306,25-Dec-25,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR24120327,2310005810,IT24111000,KAMPOL T.,IT,RI25120073,,,24-Dec-25,Asset,SAP,S/4 HANA Upgrade from S/4HANA 1809 to S/4HANA 2023,1," 1,035,300.00 ",Peyment 20%
307,INV250307,25-Dec-25,NATTAWAN PRINT,LPN1,P25120577,PR25120430,2310011536,,SUPASSORN R.,IT,48/2352,,,25-Dec-25,Spare part,business cards,Business cards,500," 1,250.00 ",
308,INV250308,25-Dec-25,RICOH (THAILAND) LTD.,LPN1,,PR25120526,2310011621,,SUPASSORN R.,IT,11107467,,,25-Dec-25,Printer Rent,RICOH,Hana printing charge of Dec 2025 at LPN1.,1," 18,451.94 ",
309,INV250309,25-Dec-25,RICOH (THAILAND) LTD.,LPN2,,PR25120528,2310011606,,SUPASSORN R.,ITS,11107469,,,25-Dec-25,Printer Rent,RICOH,Hana printing charge of Dec 2025 at LPN2.,1," 4,108.50 ",
310,INV260001,6-Jan-26,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR25090418,2310010102,,KAMPOL T.,IT,RI26010002,,,2-Jan-26,MA Software,License,SAP Enterprise Support SAP Annual Software Maintenance Fee in 2026 for the following,1," 2,796,179.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,HM23369,25B0QHN046200,7-Jan-26,Hardware,Synology Backup,Synology RX418 4bay SATA Expansion Unit for 1221+ Part no. : KIT-SNG-RX418#1,1," 23,000.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,HM23374,ZW63KFKL,7-Jan-26,Hardware,HDD,Harddisk Synnology 4 TB part no. : SNG-HAT3300-4T,1," 4,300.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,HM23375,ZW63M2MM,7-Jan-26,Hardware,HDD,Harddisk Synnology 4 TB part no. : SNG-HAT3300-4T,1," 4,300.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,HM23376,ZW63LTLJ,7-Jan-26,Hardware,HDD,Harddisk Synnology 4 TB part no. : SNG-HAT3300-4T,1," 4,300.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,HM23377,ZW63KF2M,7-Jan-26,Hardware,HDD,Harddisk Synnology 4 TB part no. : SNG-HAT3300-4T,1," 4,300.00 ",
311,INV260002,7-Jan-26,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P26010051,PR25100463,2310010699,IT25110474,SUPASSORN R.,IT,IV6901015,,,7-Jan-26,Hardware,Installation,Installation & configuration,1," 5,000.00 ",
312,INV260003,7-Jan-26,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR24120327,2310005810,IT24111000,KAMPOL T.,IT,RI26010011,,,6-Jan-26,Asset,SAP,S/4 HANA Upgrade from S/4HANA 1809 to S/4HANA 2023,1," 1,035,300.00 ",Peyment 20%
313,INV260004,8-Jan-26,Aware Corporation Limited.,LPN1,P25120104,PR25010496,2310006355,IT25010974,WARUT M.,IT,AIV20261025,,,1-Jan-26,MA Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) Hana Lpn 557,1," 12,500.00 ",P10/Jan
314,INV260005,13-Jan-26,"Likid silp stationary & sport Ltd,.Part.",LPN1,P26010156,PR26010039,2310011684,,SUPASSORN R.,IT,IV69010344,,,12-Jan-26,Spare part,Tape,Brother P-Touch Tape TZE-631 (Black/Yellow) 12mm,4," 1,980.00 ",
314,INV260005.1,26-Jan-26,"Likid silp stationary & sport Ltd,.Part.",LPN1,P26010254,PR26010039,2310011684,,SUPASSORN R.,IT,IV69010587,,,16-Jan-26,Spare part,Tape,Brother P-Touch Tape TZE-631 (Black/Yellow) 12mm,1, 495.00 ,
315,INV260006,13-Jan-26,"National Telecom Public Co.,Ltd.",LPN1,,PR25040311,2310007616,IT25050165,Warut M.,IT,365931948,,,1-Jan-26,Network,Internet fee,CAT Corporate Internet Service speed 150/30Mbps.1 May 2025- 31 Dec 2025.,1," 17,500.00 ",P8/P8
316,INV260007,20-Jan-26,"Consulting Community Co., Ltd.",LPN1,P25070144,PR24120244,2310005742,IT24120503,WARUT M.,IT,IB-690000006,,,15-Jan-26,MA Service,SAP,SAP Basis Service for SAP Application and SAP HANA Database 1 Year,2.5," 37,500.00 ",10/10 DAY
317,INV260008,21-Jan-26,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR26010370,2310011940,IT26010840,KAMPOL T.,IT,RI26010025,,,16-Jan-26,Service,Transportation Fee,Project Expen-Transportation Fee,1," 3,312.00 ",Project Expenses for Consultant Period: 26 Dec 2025 - 01 Jan 2026
317,INV260008,21-Jan-26,NEXUS SYSTEM RESOURCES COMPANY,LPN1,,PR26010370,2310011940,IT26010840,KAMPOL T.,IT,RI26010025,,,16-Jan-26,Service,Per Diem Allowance,Project Expense - Per Diem Allowance,1," 9,000.00 ",
318,INV260009,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN2,P26010343,PR26010103,2310011783,IT26010373,JUTHAPORN K.,QMSS,IV69012204,SPS2601001,2P4600000081,22-Jan-26,Spare part,RAM,"RAM DDR5(5600, NB) 8GB ADATA (AD5S56008G-S)",1," 3,100.00 ",IT26010373
319,INV260010,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN2,P26010343,PR26010141,2310011784,IT26010408,WITTAYA P.,ITS,IV69012206,SPS2601002,2257407000651,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
320,INV260011,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010111,2310011800,IT26010408,VIRIYA T.,IT,IV69012205,SP2601019,22550XB002315,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
320,INV260011,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010111,2310011800,IT26010408,VIRIYA T.,IT,IV69012205,SP2601020,22550XB001560,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
320,INV260011,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010111,2310011800,IT26010408,VIRIYA T.,IT,IV69012205,SP2601021,22550XB002269,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
320,INV260011,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010111,2310011800,IT26010408,VIRIYA T.,IT,IV69012205,SP2601022,22550XB002302,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
320,INV260011,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010111,2310011800,IT26010408,VIRIYA T.,IT,IV69012205,SP2601023,22550XB002575,22-Jan-26,Spare part,Access Point,Access Point TP-LINK (EAP610) Wireless AX1800 Gigabit,1," 2,500.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601001,3001296060,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 8GB HYNIX 8 CHIP,1," 1,700.00 ",IT26020686 
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601002,3001296050,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 8GB HYNIX 8 CHIP,1," 1,700.00 ",IT26020686 
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601003,3001296063,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 8GB HYNIX 8 CHIP,1," 1,700.00 ",IT26011033
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601004,3001296061,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 8GB HYNIX 8 CHIP,1," 1,700.00 ",IT26011033
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601009,25082507KB05006862,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601010,251010JW500321,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",IT26020673
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601011,251010JW500322,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601012,251010JW500325,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601013,251010JW500323,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601014,251010JW500326,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601015,251010JW500328,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601016,251010JW500705,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601017,251010JW500324,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601018,251010JW500327,22-Jan-26,Spare part,RAM,RAM NB DDR4(3200) 8GB BLACKBERRY 8 CHIP,1," 1,700.00 ",
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601005,3101308701,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY ASGARD,1," 3,000.00 ",IT26011064
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601006,3101308709,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY ASGARD,1," 3,000.00 ",IT26020689
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601007,7601264660,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY ASGARD,1," 3,000.00 ",IT26010950
321,INV260012,22-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,,PR26010146,2310011782,,WATCHARAPONG W.,IT,IV69012203,SP2601008,3101308704,22-Jan-26,Spare part,RAM,RAM DDR4(3200) 16GB BLACKBERRY ASGARD,1," 3,000.00 ",IT26020969
322,INV260013,22-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010351,PR26010231,2310011810,,SUPASSORN R.,IT,NVAA6901/0012,TS2601001,,22-Jan-26,Spare part,Toner,HP INK NO:680 # F6V27AA BLACK,1, 300.00 ,IT26020861
322,INV260013,22-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010351,PR26010231,2310011810,,SUPASSORN R.,IT,NVAA6901/0012,TS2601002,,22-Jan-26,Spare part,Toner,HP INK NO:680 # F6V27AA BLACK,1, 300.00 ,
322,INV260013,22-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010351,PR26010231,2310011810,,SUPASSORN R.,IT,NVAA6901/0012,TS2601003,,22-Jan-26,Spare part,Toner,HP INK NO:680 # F6V27AA BLACK,1, 300.00 ,
322,INV260013,22-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010351,PR26010231,2310011810,,SUPASSORN R.,IT,NVAA6901/0012,TS2601004,,22-Jan-26,Spare part,Toner,HP INK NO:680 # F6V26AA TRI-COLOUR,1, 300.00 ,IT26020861
322,INV260013,22-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010351,PR26010231,2310011810,,SUPASSORN R.,IT,NVAA6901/0012,TS2601005,,22-Jan-26,Spare part,Toner,HP INK NO:680 # F6V26AA TRI-COLOUR,1, 300.00 ,
323,INV260014,26-Jan-26,"Z-PLUS CO.,LTD.",LPN1,,PR25120102,2310011394,IT25120140,WARUT M.,IT,M25/086,,,22-Jan-26,MA System,MA System,Monthly System Maintenance LPN1 for year 2026,1," 10,000.00 ",P1
324,INV260015,26-Jan-26,"Z-PLUS CO.,LTD.",LPN2,,PR25120103,2310011395,IT25120140,WARUT M.,ITS,M25/087,,,22-Jan-26,MA System,MA System,Monthly System Maintenance LPN2 for year 2026,1," 10,000.00 ",P1
325,INV260016,26-Jan-26,"National Telecom Public Co.,Ltd.",LPN1,,PR25040462,2310007731,IT25050165,WARUT M.,IT,365931131,,,1-Jan-26,Network,Internet fee,Internet service charge : NDC001402 for 1 May - 31 Dec 2025,1," 35,000.00 ",P8/P8
326,INV260017,26-Jan-26,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,366571531,,,9-Jan-26,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P8/P8
327,INV260018,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010415,PR26010085,2310011720,,CHAYUTTRA N.,IT,NVAA6901/0016,SP2601024,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
327,INV260018,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010415,PR26010085,2310011720,,CHAYUTTRA N.,IT,NVAA6901/0016,SP2601025,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
327,INV260018,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010415,PR26010085,2310011720,,CHAYUTTRA N.,IT,NVAA6901/0016,SP2601026,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
327,INV260018,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010415,PR26010085,2310011720,,CHAYUTTRA N.,IT,NVAA6901/0016,SP2601027,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
328,INV260019,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P26010411,PR26010086,2310011721,,SURACHET P.,ITS,NVAA6901/0015,SPS2601003,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
328,INV260019,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P26010411,PR26010086,2310011721,,SURACHET P.,ITS,NVAA6901/0015,SPS2601004,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
328,INV260019,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P26010411,PR26010086,2310011721,,SURACHET P.,ITS,NVAA6901/0015,SPS2601005,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
328,INV260019,26-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P26010411,PR26010086,2310011721,,SURACHET P.,ITS,NVAA6901/0015,SPS2601006,,26-Jan-26,Spare part,Converter,GOOJODOQ 8in1 Hub Spot Usb Type C Hdmi 8,1, 545.00 ,
329,INV260020,27-Jan-26,COMPUTER PERIPHERAL & SUPPLIES,LPN1,P26010421,PR26010234,2310011820,,SUPASSORN R.,IT,INV-69010858,TS2601006,,22-Jan-26,Spare part,Toner,"IDP 659654 Full-color, resin black and overlay panel ribbon with cleaning roller, 250cards/roll SS-SWDC-P-YMCKO",1," 2,100.00 ",IT26020127
329,INV260020,27-Jan-26,COMPUTER PERIPHERAL & SUPPLIES,LPN1,P26010421,PR26010234,2310011820,,SUPASSORN R.,IT,INV-69010858,TS2601007,,22-Jan-26,Spare part,Toner,"IDP 659654 Full-color, resin black and overlay panel ribbon with cleaning roller, 250cards/roll SS-SWDC-P-YMCKO",1," 2,100.00 ",
330,INV260021,28-Jan-26,RICOH (THAILAND) LTD.,LPN1,,PR26010547,2310012071,IT26011089,SUPASSORN R.,IT,1158273,,,23-Jan-26,Printer Rent,RICOH,Hana printing charge of Jan 2026 at LPN1.,1," 16,796.00 ",
331,INV260022,28-Jan-26,RICOH (THAILAND) LTD.,LPN2,,PR26010537,2310012068,IT26011089,SUPASSORN R.,ITS,1158276,,,23-Jan-26,Printer Rent,RICOH,Hana printing charge of Jan 2026 at LPN2.,1," 2,923.66 ",
332,INV260023,28-Jan-26,iSoft 2010 Company Limited.,LPN1,,PR26010333,2310011887,IT26010636,SOMCHAI RUANMANEE,IE,TXINV69-007,,,23-Jan-26,MA Software,License,SketchUp Pro Single user Annual Subscription Renewal S/N.2204610,1," 13,500.00 ",
333,INV260024,30-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010508,PR26010087,2310011808,IT26010204,Chanasorn H.,OP4,NVAA6901/0023,HM23387,T9NXC07M92337E,30-Jan-26,Asset,Laptop,Notebook ASUS ExpertBook P1503CVA-S71851WS,1," 13,400.00 ",HCOOP43280
333,INV260024,30-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P26010508,PR26010087,2310011808,IT26010204,Chanasorn H.,OP4,NVAA6901/0023,SP2601029,,30-Jan-26,Asset,Mouse,Mouse USB,1, -   ,
334,INV260025,30-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,,PR26010100,2310011804,IT26010373,JUTHAPORN K.,QMSS,NVAA6901/0022,HM23385,T8NXCV16H142359,30-Jan-26,Asset,Laptop,Notebook ASUS ExpertBook P1503CVA-S71851WS,1," 13,400.00 ",HCOQMSS3281
335,INV260026,30-Jan-26,"Wise solution and consulting co.,ltd.",LPN1,P26010490,PR26010357,2310011934,IT26020058 ,SUPASSORN R.,IT,IV69012901,SP2601028,JBM0XB167959,29-Jan-26,Spare part,Mainboard,MAINBOARD (1700) ASROCK B760M PRO RS DDR5,1," 3,670.00 ",
336,INV260027,30-Jan-26,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P26010507,PR26010157,2310011809,IT26010478,TANAWAT W.,OP1S,NVAA6901/0024,HM23386,T9NXCV07M93537B,30-Jan-26,Asset,Laptop,Notebook ASUS ExpertBook P1503CVA-S71851WS,1," 13,400.00 ",HCOOP1S3282
